"task_id","asset_id","location_id","corridor","task_type","description","severity","failure_probability","asset_criticality","traffic_impact","estimated_duration_minutes","required_department","earliest_start","deadline","status","priority_score"
"TSK-1815","AST-0908","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Turnout at LOC-152","Critical","0.89","Medium","Low","76","Engineering","2026-09-17 21:00:00","2026-09-28 21:00:00","Pending",""
"TSK-1816","AST-0908","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Turnout at LOC-152","Medium","0.9","Medium","Medium","93","Engineering","2026-09-18 00:00:00","2026-09-30 00:00:00","Pending",""
"TSK-1817","AST-0909","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-152","Medium","0.12","High","High","39","Traction Distribution","2026-09-18 03:00:00","2026-10-01 03:00:00","Pending",""
"TSK-1818","AST-0909","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: OHE Mast at LOC-152","Critical","0.13","High","Low","56","Traction Distribution","2026-09-18 06:00:00","2026-10-02 06:00:00","Pending",""
"TSK-1819","AST-0910","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-152","Critical","0.14","High","Medium","73","Traction Distribution","2026-09-18 09:00:00","2026-10-03 09:00:00","Scheduled",""
"TSK-1820","AST-0910","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Traction Substation at LOC-152","Medium","0.15","High","High","90","Traction Distribution","2026-09-18 12:00:00","2026-09-20 12:00:00","In Progress",""
"TSK-1821","AST-0911","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Signal at LOC-152","Medium","0.16","Critical","Low","36","Signal & Telecommunication","2026-09-18 15:00:00","2026-09-21 15:00:00","Pending",""
"TSK-1822","AST-0911","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Signal at LOC-152","Critical","0.17","Critical","Medium","53","Signal & Telecommunication","2026-09-18 18:00:00","2026-09-22 18:00:00","Pending",""
"TSK-1823","AST-0912","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-152","Critical","0.18","Medium","High","70","Signal & Telecommunication","2026-09-18 21:00:00","2026-09-23 21:00:00","Pending",""
"TSK-1824","AST-0912","LOC-152","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Axle Counter at LOC-152","Medium","0.19","Medium","Low","87","Signal & Telecommunication","2026-09-19 00:00:00","2026-09-25 00:00:00","Pending",""
"TSK-1825","AST-0913","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Track at LOC-153","Medium","0.2","High","Medium","104","Engineering","2026-09-19 03:00:00","2026-09-26 03:00:00","Pending",""
"TSK-1826","AST-0913","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Track at LOC-153","Critical","0.21","High","High","50","Engineering","2026-09-19 06:00:00","2026-09-27 06:00:00","Pending",""
"TSK-1827","AST-0914","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Turnout at LOC-153","Critical","0.22","High","Low","67","Engineering","2026-09-19 09:00:00","2026-09-28 09:00:00","Pending",""
"TSK-1828","AST-0914","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Turnout at LOC-153","Medium","0.23","High","Medium","84","Engineering","2026-09-19 12:00:00","2026-09-29 12:00:00","Pending",""
"TSK-1829","AST-0915","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-153","Medium","0.24","Critical","High","101","Traction Distribution","2026-09-19 15:00:00","2026-09-30 15:00:00","Pending",""
"TSK-1830","AST-0915","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: OHE Mast at LOC-153","Critical","0.25","Critical","Low","47","Traction Distribution","2026-09-19 18:00:00","2026-10-01 18:00:00","Pending",""
"TSK-1831","AST-0916","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-153","Critical","0.26","Medium","Medium","64","Traction Distribution","2026-09-19 21:00:00","2026-10-02 21:00:00","Pending",""
"TSK-1832","AST-0916","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Traction Substation at LOC-153","Medium","0.27","Medium","High","81","Traction Distribution","2026-09-20 00:00:00","2026-10-04 00:00:00","Pending",""
"TSK-1833","AST-0917","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Signal at LOC-153","Medium","0.28","High","Low","98","Signal & Telecommunication","2026-09-20 03:00:00","2026-10-05 03:00:00","In Progress",""
"TSK-1834","AST-0917","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Signal at LOC-153","Critical","0.29","High","Medium","44","Signal & Telecommunication","2026-09-20 06:00:00","2026-09-22 06:00:00","Pending",""
"TSK-1835","AST-0918","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-153","Critical","0.3","High","High","61","Signal & Telecommunication","2026-09-20 09:00:00","2026-09-23 09:00:00","Pending",""
"TSK-1836","AST-0918","LOC-153","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Axle Counter at LOC-153","Medium","0.31","High","Low","78","Signal & Telecommunication","2026-09-20 12:00:00","2026-09-24 12:00:00","Scheduled",""
"TSK-1837","AST-0919","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Track at LOC-154","Medium","0.32","Critical","Medium","95","Engineering","2026-09-20 15:00:00","2026-09-25 15:00:00","Pending",""
"TSK-1838","AST-0919","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Track at LOC-154","Critical","0.33","Critical","High","41","Engineering","2026-09-20 18:00:00","2026-09-26 18:00:00","Pending",""
"TSK-1839","AST-0920","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Turnout at LOC-154","Critical","0.34","Medium","Low","58","Engineering","2026-09-20 21:00:00","2026-09-27 21:00:00","Pending",""
"TSK-1840","AST-0920","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Turnout at LOC-154","Medium","0.35","Medium","Medium","75","Engineering","2026-09-21 00:00:00","2026-09-29 00:00:00","Pending",""
"TSK-1841","AST-0921","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-154","Medium","0.36","High","High","92","Traction Distribution","2026-09-21 03:00:00","2026-09-30 03:00:00","Pending",""
"TSK-1842","AST-0921","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: OHE Mast at LOC-154","Critical","0.37","High","Low","38","Traction Distribution","2026-09-21 06:00:00","2026-10-01 06:00:00","Pending",""
"TSK-1843","AST-0922","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-154","Critical","0.38","High","Medium","55","Traction Distribution","2026-09-21 09:00:00","2026-10-02 09:00:00","Pending",""
"TSK-1844","AST-0922","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Traction Substation at LOC-154","Medium","0.39","High","High","72","Traction Distribution","2026-09-21 12:00:00","2026-10-03 12:00:00","Pending",""
"TSK-1845","AST-0923","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Signal at LOC-154","Medium","0.4","Critical","Low","89","Signal & Telecommunication","2026-09-21 15:00:00","2026-10-04 15:00:00","Pending",""
"TSK-1846","AST-0923","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Signal at LOC-154","Critical","0.41","Critical","Medium","35","Signal & Telecommunication","2026-09-21 18:00:00","2026-10-05 18:00:00","In Progress",""
"TSK-1847","AST-0924","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-154","Critical","0.42","Medium","High","52","Signal & Telecommunication","2026-09-21 21:00:00","2026-10-06 21:00:00","Pending",""
"TSK-1848","AST-0924","LOC-154","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Axle Counter at LOC-154","Medium","0.43","Medium","Low","69","Signal & Telecommunication","2026-09-01 00:00:00","2026-09-03 00:00:00","Pending",""
"TSK-1849","AST-0925","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Track at LOC-155","Medium","0.44","High","Medium","86","Engineering","2026-09-01 03:00:00","2026-09-04 03:00:00","Pending",""
"TSK-1850","AST-0925","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Track at LOC-155","Critical","0.45","High","High","103","Engineering","2026-09-01 06:00:00","2026-09-05 06:00:00","Pending",""
"TSK-1851","AST-0926","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Turnout at LOC-155","Critical","0.46","High","Low","49","Engineering","2026-09-01 09:00:00","2026-09-06 09:00:00","Pending",""
"TSK-1852","AST-0926","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Turnout at LOC-155","Medium","0.47","High","Medium","66","Engineering","2026-09-01 12:00:00","2026-09-07 12:00:00","Pending",""
"TSK-1853","AST-0927","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-155","Medium","0.48","Critical","High","83","Traction Distribution","2026-09-01 15:00:00","2026-09-08 15:00:00","Scheduled",""
"TSK-1854","AST-0927","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: OHE Mast at LOC-155","Critical","0.49","Critical","Low","100","Traction Distribution","2026-09-01 18:00:00","2026-09-09 18:00:00","Pending",""
"TSK-1855","AST-0928","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-155","Critical","0.5","Medium","Medium","46","Traction Distribution","2026-09-01 21:00:00","2026-09-10 21:00:00","Pending",""
"TSK-1856","AST-0928","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Traction Substation at LOC-155","Medium","0.51","Medium","High","63","Traction Distribution","2026-09-02 00:00:00","2026-09-12 00:00:00","Pending",""
"TSK-1857","AST-0929","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Signal at LOC-155","Medium","0.52","High","Low","80","Signal & Telecommunication","2026-09-02 03:00:00","2026-09-13 03:00:00","Pending",""
"TSK-1858","AST-0929","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Signal at LOC-155","Critical","0.53","High","Medium","97","Signal & Telecommunication","2026-09-02 06:00:00","2026-09-14 06:00:00","Pending",""
"TSK-1859","AST-0930","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-155","Critical","0.54","High","High","43","Signal & Telecommunication","2026-09-02 09:00:00","2026-09-15 09:00:00","In Progress",""
"TSK-1860","AST-0930","LOC-155","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Axle Counter at LOC-155","Medium","0.55","High","Low","60","Signal & Telecommunication","2026-09-02 12:00:00","2026-09-16 12:00:00","Pending",""
"TSK-1861","AST-0931","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Track at LOC-156","Medium","0.56","Critical","Medium","77","Engineering","2026-09-02 15:00:00","2026-09-17 15:00:00","Pending",""
"TSK-1862","AST-0931","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Track at LOC-156","Critical","0.57","Critical","High","94","Engineering","2026-09-02 18:00:00","2026-09-04 18:00:00","Pending",""
"TSK-1863","AST-0932","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Turnout at LOC-156","Critical","0.58","Medium","Low","40","Engineering","2026-09-02 21:00:00","2026-09-05 21:00:00","Pending",""
"TSK-1864","AST-0932","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Turnout at LOC-156","Medium","0.59","Medium","Medium","57","Engineering","2026-09-03 00:00:00","2026-09-07 00:00:00","Pending",""
"TSK-1865","AST-0933","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-156","Medium","0.6","High","High","74","Traction Distribution","2026-09-03 03:00:00","2026-09-08 03:00:00","Pending",""
"TSK-1866","AST-0933","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: OHE Mast at LOC-156","Critical","0.61","High","Low","91","Traction Distribution","2026-09-03 06:00:00","2026-09-09 06:00:00","Pending",""
"TSK-1867","AST-0934","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-156","Critical","0.62","High","Medium","37","Traction Distribution","2026-09-03 09:00:00","2026-09-10 09:00:00","Pending",""
"TSK-1868","AST-0934","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Traction Substation at LOC-156","Medium","0.63","High","High","54","Traction Distribution","2026-09-03 12:00:00","2026-09-11 12:00:00","Pending",""
"TSK-1869","AST-0935","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Preventive Maintenance","Synthetic demo: Signal at LOC-156","Medium","0.64","Critical","Low","71","Signal & Telecommunication","2026-09-03 15:00:00","2026-09-12 15:00:00","Pending",""
"TSK-1870","AST-0935","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Condition Monitoring","Synthetic demo: Signal at LOC-156","Critical","0.65","Critical","Medium","88","Signal & Telecommunication","2026-09-03 18:00:00","2026-09-13 18:00:00","Scheduled",""
"TSK-1871","AST-0936","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-156","Critical","0.66","Medium","High","105","Signal & Telecommunication","2026-09-03 21:00:00","2026-09-14 21:00:00","Pending",""
"TSK-1872","AST-0936","LOC-156","Uttar Pradesh: Lucknow-Varanasi","Inspection","Synthetic demo: Axle Counter at LOC-156","Medium","0.67","Medium","Low","51","Signal & Telecommunication","2026-09-04 00:00:00","2026-09-16 00:00:00","In Progress",""
"TSK-1873","AST-0937","LOC-157","Uttarakhand: Dehradun-Haridwar","Preventive Maintenance","Synthetic demo: Track at LOC-157","Medium","0.68","High","Medium","68","Engineering","2026-09-04 03:00:00","2026-09-17 03:00:00","Pending",""
"TSK-1874","AST-0937","LOC-157","Uttarakhand: Dehradun-Haridwar","Condition Monitoring","Synthetic demo: Track at LOC-157","Critical","0.69","High","High","85","Engineering","2026-09-04 06:00:00","2026-09-18 06:00:00","Pending",""
"TSK-1875","AST-0938","LOC-157","Uttarakhand: Dehradun-Haridwar","Corrective Maintenance","Synthetic demo: Turnout at LOC-157","Critical","0.7","High","Low","102","Engineering","2026-09-04 09:00:00","2026-09-19 09:00:00","Pending",""
"TSK-1876","AST-0938","LOC-157","Uttarakhand: Dehradun-Haridwar","Inspection","Synthetic demo: Turnout at LOC-157","Medium","0.71","High","Medium","48","Engineering","2026-09-04 12:00:00","2026-09-06 12:00:00","Pending",""
"TSK-1877","AST-0939","LOC-157","Uttarakhand: Dehradun-Haridwar","Preventive Maintenance","Synthetic demo: OHE Mast at LOC-157","Medium","0.72","Critical","High","65","Traction Distribution","2026-09-04 15:00:00","2026-09-07 15:00:00","Pending",""
"TSK-1878","AST-0939","LOC-157","Uttarakhand: Dehradun-Haridwar","Condition Monitoring","Synthetic demo: OHE Mast at LOC-157","Critical","0.73","Critical","Low","82","Traction Distribution","2026-09-04 18:00:00","2026-09-08 18:00:00","Pending",""
"TSK-1879","AST-0940","LOC-157","Uttarakhand: Dehradun-Haridwar","Corrective Maintenance","Synthetic demo: Traction Substation at LOC-157","Critical","0.74","Medium","Medium","99","Traction Distribution","2026-09-04 21:00:00","2026-09-09 21:00:00","Pending",""
"TSK-1880","AST-0940","LOC-157","Uttarakhand: Dehradun-Haridwar","Inspection","Synthetic demo: Traction Substation at LOC-157","Medium","0.75","Medium","High","45","Traction Distribution","2026-09-05 00:00:00","2026-09-11 00:00:00","Pending",""
"TSK-1881","AST-0941","LOC-157","Uttarakhand: Dehradun-Haridwar","Preventive Maintenance","Synthetic demo: Signal at LOC-157","Medium","0.76","High","Low","62","Signal & Telecommunication","2026-09-05 03:00:00","2026-09-12 03:00:00","Pending",""
"TSK-1882","AST-0941","LOC-157","Uttarakhand: Dehradun-Haridwar","Condition Monitoring","Synthetic demo: Signal at LOC-157","Critical","0.77","High","Medium","79","Signal & Telecommunication","2026-09-05 06:00:00","2026-09-13 06:00:00","Pending",""
"TSK-1883","AST-0942","LOC-157","Uttarakhand: Dehradun-Haridwar","Corrective Maintenance","Synthetic demo: Axle Counter at LOC-157","Critical","0.78","High","High","96","Signal & Telecommunication","2026-09-05 09:00:00","2026-09-14 09:00:00","Pending",""
"TSK-1884","AST-0942","LOC-157","Uttarakhand: Dehradun-Haridwar","Inspection","Synthetic demo: Axle Counter at LOC-157","Medium","0.79","High","Low","42","Signal & Telecommunication","2026-09-05 12:00:00","2026-09-15 12:00:00","Pending",""
"TSK-1885","AST-0943","LOC-158","Uttarakhand: Dehradun-Haridwar","Preventive Maintenance","Synthetic demo: Track at LOC-158","Medium","0.8","Critical","Medium","59","Engineering","2026-09-05 15:00:00","2026-09-16 15:00:00","In Progress",""
"TSK-1886","AST-0943","LOC-158","Uttarakhand: Dehradun-Haridwar","Condition Monitoring","Synthetic demo: Track at LOC-158","Critical","0.81","Critical","High","76","Engineering","2026-09-05 18:00:00","2026-09-17 18:00:00","Pending",""
