asset_type,asset_condition,asset_criticality,asset_status,severity,task_type,traffic_impact,department,corridor,duration_minutes,simulated_failure_signal,days_since_maintenance,days_to_next_maintenance,deadline_hours,observation,failure_within_30_days
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttar Pradesh: Lucknow-Varanasi,40.0,0.58,100,70,117.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,57.0,0.59,100,70,144.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,57.0,0.59,100,70,144.0,1,1
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttar Pradesh: Lucknow-Varanasi,57.0,0.59,100,70,144.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,74.0,0.6,68,10,171.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,74.0,0.6,68,10,171.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,74.0,0.6,68,10,171.0,2,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,91.0,0.61,68,10,198.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,91.0,0.61,68,10,198.0,1,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,91.0,0.61,68,10,198.0,2,0
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,37.0,0.62,37,41,225.0,0,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,37.0,0.62,37,41,225.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,37.0,0.62,37,41,225.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,54.0,0.63,37,41,252.0,0,0
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,54.0,0.63,37,41,252.0,1,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttar Pradesh: Lucknow-Varanasi,54.0,0.63,37,41,252.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,71.0,0.64,158,73,279.0,0,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,71.0,0.64,158,73,279.0,1,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,71.0,0.64,158,73,279.0,2,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,88.0,0.65,158,73,306.0,0,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,88.0,0.65,158,73,306.0,1,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,88.0,0.65,158,73,306.0,2,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,105.0,0.66,150,13,333.0,0,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,105.0,0.66,150,13,333.0,1,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,105.0,0.66,150,13,333.0,2,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,51.0,0.67,150,13,360.0,0,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,51.0,0.67,150,13,360.0,1,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttar Pradesh: Lucknow-Varanasi,51.0,0.67,150,13,360.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,68.0,0.68,119,44,387.0,0,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,68.0,0.68,119,44,387.0,1,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,68.0,0.68,119,44,387.0,2,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,85.0,0.69,119,44,414.0,0,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,85.0,0.69,119,44,414.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,85.0,0.69,119,44,414.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,102.0,0.7,87,76,441.0,0,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,102.0,0.7,87,76,441.0,1,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,102.0,0.7,87,76,441.0,2,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,48.0,0.71,87,76,132.0,0,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,48.0,0.71,87,76,132.0,1,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,48.0,0.71,87,76,132.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,65.0,0.72,56,16,159.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,65.0,0.72,56,16,159.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,65.0,0.72,56,16,159.0,2,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,82.0,0.73,56,16,186.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,82.0,0.73,56,16,186.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,82.0,0.73,56,16,186.0,2,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,99.0,0.74,177,47,213.0,0,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,99.0,0.74,177,47,213.0,1,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,99.0,0.74,177,47,213.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,45.0,0.75,177,47,240.0,0,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,45.0,0.75,177,47,240.0,1,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,45.0,0.75,177,47,240.0,2,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,62.0,0.76,145,79,267.0,0,1
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,62.0,0.76,145,79,267.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,62.0,0.76,145,79,267.0,2,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,79.0,0.77,145,79,294.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,79.0,0.77,145,79,294.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,79.0,0.77,145,79,294.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,96.0,0.78,114,19,321.0,0,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,96.0,0.78,114,19,321.0,1,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,96.0,0.78,114,19,321.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,42.0,0.79,114,19,348.0,0,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,42.0,0.79,114,19,348.0,1,0
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,42.0,0.79,114,19,348.0,2,0
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,59.0,0.8,82,50,375.0,0,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,59.0,0.8,82,50,375.0,1,1
Track,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,59.0,0.8,82,50,375.0,2,0
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,76.0,0.81,82,50,402.0,0,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,76.0,0.81,82,50,402.0,1,1
Track,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,76.0,0.81,82,50,402.0,2,0
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,93.0,0.82,51,82,429.0,0,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,93.0,0.82,51,82,429.0,1,1
Turnout,Fair,Medium,Operational,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,93.0,0.82,51,82,429.0,2,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,39.0,0.83,51,82,456.0,0,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,39.0,0.83,51,82,456.0,1,0
Turnout,Fair,Medium,Operational,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,39.0,0.83,51,82,456.0,2,0
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,56.0,0.84,172,22,483.0,0,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,56.0,0.84,172,22,483.0,1,1
OHE Mast,Poor,High,Operational,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,56.0,0.84,172,22,483.0,2,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,73.0,0.85,172,22,174.0,0,1
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,73.0,0.85,172,22,174.0,1,0
OHE Mast,Poor,High,Operational,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,73.0,0.85,172,22,174.0,2,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,90.0,0.86,140,53,201.0,0,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,90.0,0.86,140,53,201.0,1,1
Traction Substation,Critical,High,Under Observation,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,90.0,0.86,140,53,201.0,2,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,36.0,0.87,140,53,228.0,0,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,36.0,0.87,140,53,228.0,1,1
Traction Substation,Critical,High,Under Observation,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,36.0,0.87,140,53,228.0,2,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,53.0,0.88,109,85,255.0,0,1
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,53.0,0.88,109,85,255.0,1,0
Signal,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,53.0,0.88,109,85,255.0,2,0
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,70.0,0.89,109,85,282.0,0,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,70.0,0.89,109,85,282.0,1,1
Signal,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,70.0,0.89,109,85,282.0,2,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,87.0,0.9,77,25,309.0,0,0
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,87.0,0.9,77,25,309.0,1,1
Axle Counter,Fair,Medium,Operational,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,87.0,0.9,77,25,309.0,2,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,104.0,0.12,77,25,336.0,0,1
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,104.0,0.12,77,25,336.0,1,0
Axle Counter,Fair,Medium,Operational,Medium,Inspection,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,104.0,0.12,77,25,336.0,2,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,50.0,0.13,46,56,363.0,0,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,50.0,0.13,46,56,363.0,1,0
Track,Poor,High,Operational,Medium,Preventive Maintenance,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,50.0,0.13,46,56,363.0,2,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,67.0,0.14,46,56,390.0,0,0
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,67.0,0.14,46,56,390.0,1,1
Track,Poor,High,Operational,Critical,Condition Monitoring,High,Engineering,Uttarakhand: Dehradun-Haridwar,67.0,0.14,46,56,390.0,2,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,84.0,0.15,167,63,417.0,0,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,84.0,0.15,167,63,417.0,1,1
Turnout,Critical,High,Under Observation,Critical,Corrective Maintenance,Low,Engineering,Uttarakhand: Dehradun-Haridwar,84.0,0.15,167,63,417.0,2,1
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,101.0,0.16,167,63,444.0,0,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,101.0,0.16,167,63,444.0,1,0
Turnout,Critical,High,Under Observation,Medium,Inspection,Medium,Engineering,Uttarakhand: Dehradun-Haridwar,101.0,0.16,167,63,444.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,47.0,0.17,135,3,471.0,0,0
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,47.0,0.17,135,3,471.0,1,1
OHE Mast,Good,Critical,Maintenance In Progress,Medium,Preventive Maintenance,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,47.0,0.17,135,3,471.0,2,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,64.0,0.18,135,3,498.0,0,1
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,64.0,0.18,135,3,498.0,1,0
OHE Mast,Good,Critical,Maintenance In Progress,Critical,Condition Monitoring,Low,Traction Distribution,Uttarakhand: Dehradun-Haridwar,64.0,0.18,135,3,498.0,2,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,81.0,0.19,104,34,525.0,0,1
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,81.0,0.19,104,34,525.0,1,0
Traction Substation,Fair,Medium,Operational,Critical,Corrective Maintenance,Medium,Traction Distribution,Uttarakhand: Dehradun-Haridwar,81.0,0.19,104,34,525.0,2,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,98.0,0.2,104,34,216.0,0,1
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,98.0,0.2,104,34,216.0,1,0
Traction Substation,Fair,Medium,Operational,Medium,Inspection,High,Traction Distribution,Uttarakhand: Dehradun-Haridwar,98.0,0.2,104,34,216.0,2,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,44.0,0.21,72,66,243.0,0,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,44.0,0.21,72,66,243.0,1,0
Signal,Poor,High,Operational,Medium,Preventive Maintenance,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,44.0,0.21,72,66,243.0,2,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,61.0,0.22,72,66,270.0,0,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,61.0,0.22,72,66,270.0,1,1
Signal,Poor,High,Operational,Critical,Condition Monitoring,Medium,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,61.0,0.22,72,66,270.0,2,1
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,78.0,0.23,41,6,297.0,0,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,78.0,0.23,41,6,297.0,1,0
Axle Counter,Critical,High,Under Observation,Critical,Corrective Maintenance,High,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,78.0,0.23,41,6,297.0,2,1
Axle Counter,Critical,High,Under Observation,Medium,Inspection,Low,Signal & Telecommunication,Uttarakhand: Dehradun-Haridwar,95.0,0.24,41,6,324.0,0,0
